"","escola","serie","turno","idade","munic","proc_escola","proc_rendimento","biologia","ed_fisica","filosofia","fisica","geografia","historia","lingua_estrangeira","lingua_portuguesa","matematica","quimica","sociologia","qtd_faltas","parecer_conclusivo"
"1",111,1,1,1,2,1,3,0.91911887539354,-0.102503535674123,0.440570938839092,0.106903584019236,-0.840558417348174,1.26912658870297,1.11323087329103,0.134770164753087,0.825793104894624,1.32201462047691,0.290535340236978,-1.8906090111274,1
"2",111,1,2,1,2,1,3,0.91911887539354,-0.102503535674123,0.440570938839092,0.106903584019236,-0.840558417348174,1.26912658870297,1.11323087329103,0.134770164753087,0.825793104894624,1.32201462047691,0.290535340236978,-1.8906090111274,1
"3",111,1,1,1,2,1,3,0.648374103353059,1.07338918342135,1.41681152678567,0.876487432067339,1.29860861819835,-0.926935489427713,1.11323087329103,-0.465529598526613,-0.157557192555152,0.52113110332352,-1.15696889185166,-1.04752215565869,1
"4",111,1,1,1,2,1,3,0.648374103353059,0.191469644099745,0.440570938839092,-0.919208213378235,-0.305766658461544,-1.75045876872672,-1.429214599893,-0.165379716886763,-0.157557192555152,1.58897579286138,-1.63947030254787,1.48173841074745,1
"5",111,1,3,1,2,1,3,0.648374103353059,0.191469644099745,0.440570938839092,-0.919208213378235,-0.305766658461544,-1.75045876872672,-1.429214599893,-0.165379716886763,-0.157557192555152,1.58897579286138,-1.63947030254787,1.48173841074745,1
"6",111,1,1,1,2,1,3,1.18986364743402,0.191469644099745,-0.535669649107485,-1.68879206142634,-0.305766658461544,0.994618828936635,0.0962526840174193,-0.465529598526613,-0.403394766917596,-0.279752413829872,-1.39821959719977,1.48173841074745,1
"7",111,1,1,1,2,1,3,-0.705349756849343,0.485442823873614,0.440570938839092,-0.149624365330132,0.763816859311716,-0.103412210128707,0.0962526840174193,-0.765679480166463,-0.895069915642484,1.05505344809245,-0.433216775807341,-0.204435300189978,1
"8",111,2,1,1,2,1,1,-0.163860212768382,0.191469644099745,-1.02378994308077,-1.43226411207697,-0.840558417348174,-0.377919969895042,-0.920725505256196,-1.66612912508601,-2.86177051054204,0.788092275707984,-2.36322241859219,1.48173841074745,0
"9",111,2,3,1,2,1,1,-0.163860212768382,0.191469644099745,-1.02378994308077,-1.43226411207697,-0.840558417348174,-0.377919969895042,-0.920725505256196,-1.66612912508601,-2.86177051054204,0.788092275707984,-2.36322241859219,1.48173841074745,0
"10",111,1,1,1,2,1,3,0.377629331312579,0.191469644099745,0.684631085825737,-0.149624365330132,-0.840558417348174,0.720111069170299,1.11323087329103,1.03521980967264,0.825793104894624,0.254169930939056,-0.191966070459234,-1.04752215565869,1
"11",111,1,2,1,2,1,3,0.377629331312579,0.191469644099745,0.684631085825737,-0.149624365330132,-0.840558417348174,0.720111069170299,1.11323087329103,1.03521980967264,0.825793104894624,0.254169930939056,-0.191966070459234,-1.04752215565869,1
"12",111,3,1,1,2,1,3,-0.705349756849343,0.191469644099745,-0.535669649107485,0.363431533368603,-0.305766658461544,-1.47595100896038,-0.412236410619388,0.434920046392938,-0.157557192555152,0.254169930939056,0.773036750933191,0.638651555278734,0
"13",111,1,1,1,2,1,3,0.648374103353059,0.485442823873614,0.440570938839092,0.106903584019236,1.29860861819835,-0.377919969895042,0.858986325972631,-0.165379716886763,-0.895069915642484,0.52113110332352,-0.433216775807341,-1.04752215565869,1
"14",111,1,1,1,2,1,3,-0.434604984808863,-0.396476715447992,-0.29160950212084,1.13301538141671,0.229025100425086,0.994618828936635,0.858986325972631,0.434920046392938,0.57995553053218,0.254169930939056,0.531786045585085,-0.204435300189978,1
"15",111,3,1,1,2,1,3,-1.51758407297078,-0.69044989522186,-0.779729796094129,-0.149624365330132,0.229025100425086,0.171095549637628,-0.666480957937792,0.134770164753087,-0.157557192555152,-1.08063593098326,0.773036750933191,-1.04752215565869,0
