"","escola","serie","turno","idade","munic","proc_escola","proc_rendimento","biologia","ed_fisica","filosofia","fisica","geografia","historia","lingua_estrangeira","lingua_portuguesa","matematica","quimica","sociologia","qtd_faltas","parecer_conclusivo"
"1",111,1,3,1,2,1,3,0.552466680530233,-0.174231927976833,-0.142503248723448,1.4446410559956,-0.324932148218975,-0.443779388615423,0.577407061755411,0.884623573969189,0.470092595132176,0.118779141217568,0.20984613492985,-1.09204900880075,1
"2",111,1,1,1,2,1,3,-0.786314920142931,-1.7421083209072,0.660887180625897,-1.45749449955011,-0.324932148218975,0.122747490468096,0.0573983650344995,0.59126058375434,-0.74540228219552,0.98193614112593,0.20984613492985,1.41505884678018,1
"3",111,1,1,1,2,1,3,0.0169540402609675,0.452918629195314,0.660887180625897,-0.731960610663685,0.217962072741821,-0.443779388615423,0.0573983650344995,-0.288828386890208,-0.74540228219552,-1.60753485859916,-2.99745855775857,-1.09204900880075,1
"4",111,1,2,1,2,1,3,0.0169540402609675,0.452918629195314,0.660887180625897,-0.731960610663685,0.217962072741821,-0.443779388615423,0.0573983650344995,-0.288828386890208,-0.74540228219552,-1.60753485859916,-2.99745855775857,-1.09204900880075,1
"5",111,1,1,1,2,1,3,-0.518558600008298,0.13934335060924,0.393090370842782,-1.2156498699213,1.30375051466341,-1.01030626769894,-0.462610331686412,-1.16891735753476,-0.74540228219552,-1.60753485859916,-0.248340249739925,-0.256346390273772,1
"6",111,1,2,1,2,1,3,-0.518558600008298,0.13934335060924,0.393090370842782,-1.2156498699213,1.30375051466341,-1.01030626769894,-0.462610331686412,-1.16891735753476,-0.74540228219552,-1.60753485859916,-0.248340249739925,-0.256346390273772,1
"7",111,1,2,1,2,1,3,-1.3218275604122,-1.11495776373505,1.19648080019213,0.71910716710917,-1.95361481110136,-0.443779388615423,-2.02263642184915,0.884623573969189,-1.47469920859214,0.406498141187022,1.35531209660429,-0.256346390273772,1
"8",111,3,2,1,2,1,3,0.820223000664866,-0.801382485148981,1.73207441975836,-1.45749449955011,0.217962072741821,1.53906468817689,-1.50262772512823,-1.4622803477496,-2.20399613498875,-0.168939858751886,0.668032519599624,-0.256346390273772,0
"9",111,1,3,1,2,1,3,-0.250802279873665,-0.487807206562907,-0.410300058506563,-0.731960610663685,-0.324932148218975,0.689274369551614,0.317402713394955,-0.582191377105057,-0.988501257661059,1.55737414106484,-0.0192470574050374,-0.256346390273772,1
"10",111,1,3,1,2,1,3,-0.250802279873665,0.13934335060924,-0.410300058506563,1.68648568562441,-0.053485037738577,0.972537809093373,-0.982619028407323,-1.4622803477496,-0.259204331264442,-0.744377858690795,0.438939327264737,-1.09204900880075,1
"11",111,1,3,1,2,1,3,-0.250802279873665,-0.487807206562907,-0.410300058506563,-0.248271351406067,-0.053485037738577,0.689274369551614,0.837411410115867,-0.288828386890208,0.470092595132176,-0.744377858690795,-0.248340249739925,-1.09204900880075,1
"12",111,1,1,1,2,1,3,-1.58958388054683,0.452918629195314,1.46427760997524,-1.45749449955011,-2.49650903206216,-1.01030626769894,-2.02263642184915,-0.875554367319906,-0.0161053557989024,-0.168939858751886,-2.99745855775857,-1.09204900880075,0
"13",111,1,3,1,2,1,3,-0.786314920142931,-0.487807206562907,0.660887180625897,1.92833031525321,-0.324932148218975,0.406010930009855,-0.202605983325956,-1.16891735753476,0.470092595132176,-0.168939858751886,-0.248340249739925,-0.256346390273772,1
"14",111,1,1,1,2,1,3,-0.786314920142931,-2.9964094352515,0.660887180625897,-1.2156498699213,-3.03940325302295,0.689274369551614,-3.06265381529097,-0.288828386890208,-1.71779818405768,0.118779141217568,-0.248340249739925,-0.256346390273772,1
"15",111,2,2,1,2,1,1,-1.05407124027756,-1.11495776373505,-3.62386177590394,0.235417907851552,1.84664473562421,1.25580124863513,-0.462610331686412,-0.875554367319906,0.956290546063254,-0.168939858751886,0.20984613492985,-0.256346390273772,0
"16",111,2,3,1,2,3,3,-0.250802279873665,-1.11495776373505,-1.48148729763902,-1.94118375880773,-0.596379258699372,-0.443779388615423,0.0573983650344995,0.00453460332464113,-0.502303306729981,-0.744377858690795,-2.99745855775857,-0.256346390273772,0
"17",111,1,1,1,2,1,3,0.2847103603956,-1.7421083209072,0.125293561059667,-1.69933912917892,0.217962072741821,-1.86009658632422,-1.50262772512823,-0.288828386890208,-0.502303306729981,0.98193614112593,-0.0192470574050374,1.41505884678018,1
